module,time_s,peak_kb,ir_lines,status,seed_version
string_cmd_utils,0.25,204388,750,ok,0.9.1
string_utils,0.29,204900,1356,ok,0.9.1
symbols_index,0.49,205668,2559,ok,0.9.1
tensor_ir,0.40,207844,2149,ok,0.9.1
tensor_ir_emit_stablehlo,0.36,209636,2025,ok,0.9.1
tensor_ir_fusion,0.21,211300,318,ok,0.9.1
tensor_ir_link_harness,1.04,288188,3113,ok,0.9.1
tensor_ir_lower_scalar,0.82,216036,3794,ok,0.9.1
tensor_ir_verify,0.43,219236,2902,ok,0.9.1
test_results,0.30,221796,969,ok,0.9.1
test_runner_json,0.40,222436,2080,ok,0.9.1
test_runner_state,0.29,224100,1316,ok,0.9.1
token,0.21,225252,239,ok,0.9.1
toml_parser,0.92,245684,6552,ok,0.9.1
type_id,0.26,230116,450,ok,0.9.1
type_interner,2.00,476916,7481,ok,0.9.1
typecheck_captures,1.37,324356,11730,ok,0.9.1
typecheck_import_loader,0.49,247908,2097,ok,0.9.1
typecheck_imports,0.35,249956,1047,ok,0.9.1
typed_ssa,8.73,1919348,5199,ok,0.9.1
typed_ssa_produce,0.53,255204,2223,ok,0.9.1
typed_ssa_render,0.58,257252,4600,ok,0.9.1
typed_ssa_verify,1.15,341892,9198,ok,0.9.1
version,0.32,268900,1094,ok,0.9.1
build__cache,0.83,269540,2701,ok,0.9.1
build__clang_argv,0.54,273508,2741,ok,0.9.1
build__determinism,0.77,277220,2827,ok,0.9.1
build__direct_link,0.39,280932,2126,ok,0.9.1
build__fs,0.42,282596,2370,ok,0.9.1
build__hash,0.31,284004,1425,ok,0.9.1
build__link,0.73,284900,2942,ok,0.9.1
build__link_response,0.22,288740,586,ok,0.9.1
build__llvm_provider_context,0.23,289124,538,ok,0.9.1
build__paths,0.23,289636,823,ok,0.9.1
build__runtime_objs,1.90,498872,9440,ok,0.9.1
build__source_fingerprint,0.30,298980,1147,ok,0.9.1
build__target,0.29,299748,1391,ok,0.9.1
capsule_resolver__capability,0.78,300772,3322,ok,0.9.1
capsule_resolver__compile,1.06,303972,4700,ok,0.9.1
capsule_resolver__dedupe,0.99,309604,4028,ok,0.9.1
capsule_resolver__discovery,0.75,314596,4165,ok,0.9.1
capsule_resolver__implicit,0.91,318308,3485,ok,0.9.1
capsule_resolver__mod,1.61,434472,4211,ok,0.9.1
capsule_resolver__paths,0.40,328164,1959,ok,0.9.1
capsule_resolver__relative,0.82,329700,3251,ok,0.9.1
capsule_resolver__staging,1.42,406248,4560,ok,0.9.1
capsule_resolver__toolchain,0.40,339172,1756,ok,0.9.1
capsule_resolver__types,0.28,340708,439,ok,0.9.1
capsule_resolver__workspace,0.42,341220,2053,ok,0.9.1
check__engine,1.14,342884,4779,ok,0.9.1
check__import_resolution,0.31,348388,1024,ok,0.9.1
check__ownership,0.42,349412,703,ok,0.9.1
cli__context,0.22,350308,586,ok,0.9.1
cli__entry,0.68,350692,2243,ok,0.9.1
cli__main,1.48,440964,6398,ok,0.9.1
effect_checker__analyzer,0.50,360804,2962,ok,0.9.1
effect_checker__collector,0.89,363620,7306,ok,0.9.1
effect_checker__mod,0.32,370788,534,ok,0.9.1
effect_checker__scope,0.59,371428,4956,ok,0.9.1
effect_checker__types,0.20,376292,229,ok,0.9.1
effect_checker__utils,0.26,376548,686,ok,0.9.1
effect_checker__validations,0.44,377060,2485,ok,0.9.1
llvm__atomics,0.99,379748,3455,ok,0.9.1
llvm__atomics_check,0.21,383588,473,ok,0.9.1
llvm__byte_load,0.65,383972,1410,ok,0.9.1
llvm__closures,0.64,385892,3059,ok,0.9.1
llvm__effects,0.98,389220,8309,ok,0.9.1
llvm__expressions,0.30,396516,1021,ok,0.9.1
llvm__expressions_bindings,0.31,398052,1263,ok,0.9.1
llvm__expressions_helpers,0.40,399716,2154,ok,0.9.1
llvm__expressions_literals,0.39,401892,2518,ok,0.9.1
llvm__expressions_operators,0.49,404196,3371,ok,0.9.1
llvm__expressions_parsing,0.70,406884,6126,ok,0.9.1
llvm__imports,0.76,411492,4923,ok,0.9.1
llvm__lifetime,0.99,415844,5521,ok,0.9.1
llvm__lowering_debug_state,0.24,420708,683,ok,0.9.1
llvm__mod,0.70,421220,1784,ok,0.9.1
llvm__monomorphize,2.09,423524,12774,ok,0.9.1
llvm__prelude_mirror_signatures,0.27,433380,1013,ok,0.9.1
llvm__rendering,0.97,434404,6103,ok,0.9.1
llvm__rendering_helpers,0.70,439780,4042,ok,0.9.1
llvm__strings,0.40,443364,1848,ok,0.9.1
llvm__syscall,0.70,445412,2111,ok,0.9.1
llvm__type_context,0.84,447972,4535,ok,0.9.1
llvm__type_context_queries,0.62,452580,3214,ok,0.9.1
llvm__type_mapping,1.06,455652,9595,ok,0.9.1
llvm__types,0.75,462436,752,ok,0.9.1
llvm__utils,0.75,463716,5656,ok,0.9.1
parser__mod,0.76,467940,3811,ok,0.9.1
parser__token_utils,0.86,471524,10298,ok,0.9.1
parser__types,0.29,478180,456,ok,0.9.1
parser__utils,0.28,478692,1278,ok,0.9.1
tools__check,0.68,479460,1836,ok,0.9.1
tools__fmt_rules,0.28,482276,1341,ok,0.9.1
typecheck__arithmetic_rules,0.52,483044,3585,ok,0.9.1
typecheck__block_walk,0.73,486372,4491,ok,0.9.1
typecheck__concurrency_rules,0.47,490980,3857,ok,0.9.1
typecheck__context,0.32,494436,589,ok,0.9.1
typecheck__expression_walk,1.32,495076,8889,ok,0.9.1
typecheck__function_scopes,0.60,504036,2847,ok,0.9.1
typecheck__mod,0.39,506724,1171,ok,0.9.1
typecheck__patterns,0.32,507876,1131,ok,0.9.1
typecheck__primitive_rules,0.49,508900,3643,ok,0.9.1
typecheck__statement_checks,1.34,512356,8282,ok,0.9.1
typecheck__symbols,0.58,520548,4193,ok,0.9.1
typecheck__syscalls,0.41,524388,2629,ok,0.9.1
typecheck__try_and_conditional,0.33,526820,1772,ok,0.9.1
typecheck_types__annotation_shape_checks,0.48,528484,2914,ok,0.9.1
typecheck_types__declaration_and_statement_checks,0.65,530532,3373,ok,0.9.1
typecheck_types__expr_type_rules,0.51,533860,3171,ok,0.9.1
typecheck_types__extern_abi,0.45,536548,2741,ok,0.9.1
typecheck_types__generic_bounds,0.49,538596,2627,ok,0.9.1
typecheck_types__interface_and_generics,0.43,540644,2697,ok,0.9.1
typecheck_types__mod,0.21,542948,324,ok,0.9.1
typecheck_types__symbol_table_and_raw_exprs,0.76,543204,3618,ok,0.9.1
typecheck_types__text_utils,0.43,546276,3751,ok,0.9.1
typecheck_types__value_and_object_checks,0.43,548580,1995,ok,0.9.1
cli__commands__add,0.66,550500,3329,ok,0.9.1
cli__commands__bench,1.68,552804,11367,ok,0.9.1
cli__commands__bench_json,0.31,562404,1519,ok,0.9.1
cli__commands__build,1.48,563428,5204,ok,0.9.1
cli__commands__cache,0.38,569572,1020,ok,0.9.1
cli__commands__capabilities,0.54,570340,1640,ok,0.9.1
cli__commands__check,0.69,572388,1931,ok,0.9.1
cli__commands__cmd_shared,0.33,575588,1193,ok,0.9.1
cli__commands__completion,0.30,576228,609,ok,0.9.1
cli__commands__config,0.40,576740,1423,ok,0.9.1
cli__commands__dev,1.13,577892,4935,ok,0.9.1
cli__commands__dev_arena,0.47,583140,2185,ok,0.9.1
cli__commands__dev_clean,0.76,584676,3794,ok,0.9.1
cli__commands__dev_det_sweep,1.00,589028,5317,ok,0.9.1
cli__commands__dev_shard,0.94,594404,4205,ok,0.9.1
cli__commands__emit,1.16,599268,3274,ok,0.9.1
cli__commands__fmt,0.37,603748,1148,ok,0.9.1
cli__commands__guillermo,0.35,604772,771,ok,0.9.1
cli__commands__init,0.36,605412,789,ok,0.9.1
cli__commands__lock,0.45,606180,1251,ok,0.9.1
cli__commands__login,0.33,607716,809,ok,0.9.1
cli__commands__package,1.15,608356,6679,ok,0.9.1
cli__commands__publish,0.52,613604,2286,ok,0.9.1
cli__commands__run,1.14,615396,3141,ok,0.9.1
cli__commands__symbols,0.61,619748,1978,ok,0.9.1
cli__commands__toolchain,1.09,621668,5363,ok,0.9.1
cli__commands__version,0.29,625892,520,ok,0.9.1
llvm__expression_lowering__arrays,1.42,626404,4667,ok,0.9.1
llvm__expression_lowering__bindings,0.32,631140,1343,ok,0.9.1
llvm__expression_lowering__splitting,0.33,632932,1893,ok,0.9.1
llvm__lowering__abi_hash,0.29,634980,1391,ok,0.9.1
llvm__lowering__emission,1.45,635748,7302,ok,0.9.1
llvm__lowering__emission_async,0.99,642404,2990,ok,0.9.1
llvm__lowering__emission_header,0.28,645860,851,ok,0.9.1
llvm__lowering__emission_reachability,0.36,647396,1879,ok,0.9.1
llvm__lowering__entrypoints,1.19,649444,3277,ok,0.9.1
llvm__lowering__entrypoints_tests,0.92,653412,1651,ok,0.9.1
llvm__lowering__entrypoints_tests_writer,0.87,655844,1775,ok,0.9.1
llvm__lowering__instructions,1.78,658404,8567,ok,0.9.1
llvm__lowering__instructions_condition,0.73,667108,2073,ok,0.9.1
llvm__lowering__instructions_for,1.56,669540,4074,ok,0.9.1
llvm__lowering__instructions_for_range,2.04,674276,5784,ok,0.9.1
llvm__lowering__instructions_helpers,0.76,680420,4888,ok,0.9.1
llvm__lowering__instructions_if,1.74,684388,10160,ok,0.9.1
llvm__lowering__instructions_let,1.82,694244,9111,ok,0.9.1
llvm__lowering__instructions_loops,1.47,702692,6818,ok,0.9.1
llvm__lowering__instructions_match,2.00,709348,9112,ok,0.9.1
llvm__lowering__instructions_match_condition,1.14,718180,5584,ok,0.9.1
llvm__lowering__instructions_routine,0.74,723812,2406,ok,0.9.1
llvm__lowering__instructions_try,1.43,726756,5704,ok,0.9.1
llvm__lowering__lowering_helpers,1.48,732388,10429,ok,0.9.1
llvm__lowering__lowering_helpers_mangling,0.93,740452,6387,ok,0.9.1
llvm__lowering__lowering_io,0.45,746340,2666,ok,0.9.1
llvm__lowering__lowering_native_helpers,0.40,749028,2204,ok,0.9.1
llvm__lowering__lowering_phase_functions,0.75,751204,3132,ok,0.9.1
llvm__lowering__lowering_phase_imports,0.58,754788,2252,ok,0.9.1
llvm__lowering__lowering_phase_render,0.57,757604,2352,ok,0.9.1
llvm__lowering__lowering_phase_sanitize,0.76,760420,2947,ok,0.9.1
llvm__lowering__lowering_phase_types,0.43,763748,1583,ok,0.9.1
llvm__lowering__lowering_recovery,1.62,765668,15084,ok,0.9.1
llvm__lowering__lowering_text_utils,0.42,776932,2022,ok,0.9.1
llvm__lowering__module_globals,0.70,778980,4239,ok,0.9.1
llvm__lowering__phi,0.63,783076,3865,ok,0.9.1
llvm__lowering__type_descriptors,0.50,786660,2588,ok,0.9.1
llvm__runtime_helpers__mod,0.45,789348,1994,ok,0.9.1
llvm__runtime_helpers__registry_concurrency,0.74,791652,4189,ok,0.9.1
llvm__runtime_helpers__registry_platform,0.58,796132,3077,ok,0.9.1
llvm__runtime_helpers__registry_process,0.72,799844,3723,ok,0.9.1
llvm__runtime_helpers__registry_services,0.64,803940,3438,ok,0.9.1
llvm__runtime_helpers__registry_support,0.27,807652,766,ok,0.9.1
llvm__runtime_helpers__registry_values,0.66,809060,3768,ok,0.9.1
parser__declarations__collections,0.24,813028,437,ok,0.9.1
parser__declarations__enums,0.46,813540,2025,ok,0.9.1
parser__declarations__functions,0.59,815460,2722,ok,0.9.1
parser__declarations__imports_exports,0.44,818148,2132,ok,0.9.1
parser__declarations__interfaces,0.50,820068,2331,ok,0.9.1
parser__declarations__mod,0.30,822372,676,ok,0.9.1
parser__declarations__recovery,0.32,823140,1033,ok,0.9.1
parser__declarations__structs,0.54,824292,2316,ok,0.9.1
parser__declarations__syntax,0.70,826724,4852,ok,0.9.1
parser__declarations__tests,0.40,830692,1007,ok,0.9.1
parser__declarations__variables,0.44,831844,1612,ok,0.9.1
parser__expressions__concurrency,0.39,833380,1200,ok,0.9.1
parser__expressions__lambdas,0.58,834788,2676,ok,0.9.1
parser__expressions__literals,0.49,837476,2667,ok,0.9.1
parser__expressions__mod,0.67,840164,5008,ok,0.9.1
parser__expressions__normalize,0.28,844260,1161,ok,0.9.1
parser__expressions__postfix,0.57,845028,3755,ok,0.9.1
parser__expressions__prefix,0.57,848484,2557,ok,0.9.1
parser__expressions__type_targets,0.46,851044,2467,ok,0.9.1
parser__statements__block,0.63,853220,2907,ok,0.9.1
parser__statements__control_flow,0.54,855908,2351,ok,0.9.1
parser__statements__expression_recovery,0.41,858212,1546,ok,0.9.1
parser__statements__match,0.53,859620,2431,ok,0.9.1
parser__statements__mod,0.28,862052,605,ok,0.9.1
parser__statements__special,0.78,862820,2763,ok,0.9.1
tools__fmt__emitter,0.58,865508,5346,ok,0.9.1
tools__fmt__generics,0.32,868708,1763,ok,0.9.1
tools__fmt__imports,0.43,869732,3283,ok,0.9.1
tools__fmt__mod,0.30,872036,491,ok,0.9.1
tools__fmt__tokens,0.36,872420,2355,ok,0.9.1
tools__fmt__types,0.18,874084,221,ok,0.9.1
tools__fmt__unary,0.33,874212,1687,ok,0.9.1
cli__commands__test__arg_and_jobs,0.38,875492,1182,ok,0.9.1
cli__commands__test__cache_scratch,0.67,876260,3124,ok,0.9.1
cli__commands__test__discovery,0.99,880228,3509,ok,0.9.1
cli__commands__test__exec,0.36,884836,1826,ok,0.9.1
cli__commands__test__link,0.57,885988,2291,ok,0.9.1
cli__commands__test__mod,1.69,889444,5248,ok,0.9.1
cli__commands__test__multi_file_run,1.08,895588,4576,ok,0.9.1
cli__commands__test__pool,0.76,900836,3502,ok,0.9.1
cli__commands__test__reporting,0.39,905060,2373,ok,0.9.1
cli__commands__test__single_process_run,1.55,906724,6199,ok,0.9.1
llvm__expression_lowering__native__core,0.60,913508,1196,ok,0.9.1
llvm__expression_lowering__native__core_addressing,0.39,915428,1081,ok,0.9.1
llvm__expression_lowering__native__core_bf16_lowering,0.64,916964,2742,ok,0.9.1
llvm__expression_lowering__native__core_bindings,0.27,920164,812,ok,0.9.1
llvm__expression_lowering__native__core_borrow_lowering,0.41,921444,1157,ok,0.9.1
llvm__expression_lowering__native__core_call_lowering,1.57,923236,7347,ok,0.9.1
llvm__expression_lowering__native__core_calls,0.36,930404,2747,ok,0.9.1
llvm__expression_lowering__native__core_cast_lowering,1.37,932964,6438,ok,0.9.1
llvm__expression_lowering__native__core_closure_lowering,0.65,939236,2678,ok,0.9.1
llvm__expression_lowering__native__core_concurrency_lowering,2.36,942180,10912,ok,0.9.1
llvm__expression_lowering__native__core_decimal_float,0.48,951908,3762,ok,0.9.1
llvm__expression_lowering__native__core_expression,1.22,954340,3643,ok,0.9.1
llvm__expression_lowering__native__core_expression_tail,1.12,958564,2771,ok,0.9.1
llvm__expression_lowering__native__core_helpers,0.41,962020,1411,ok,0.9.1
llvm__expression_lowering__native__core_index_lowering,0.93,963812,4054,ok,0.9.1
llvm__expression_lowering__native__core_literals_lowering,2.91,967780,10424,ok,0.9.1
llvm__expression_lowering__native__core_match_helpers,0.26,977252,761,ok,0.9.1
llvm__expression_lowering__native__core_member_helpers,0.39,978532,1259,ok,0.9.1
llvm__expression_lowering__native__core_member_lowering,1.77,980324,9236,ok,0.9.1
llvm__expression_lowering__native__core_number_literal,0.33,989156,1101,ok,0.9.1
llvm__expression_lowering__native__core_operators,0.72,990692,6323,ok,0.9.1
llvm__expression_lowering__native__core_ops_lowering,2.38,995172,11330,ok,0.9.1
llvm__expression_lowering__native__core_ownership,0.57,1005540,1993,ok,0.9.1
llvm__expression_lowering__native__core_parse,1.15,1007972,11991,ok,0.9.1
llvm__expression_lowering__native__core_parsing,0.92,1016292,7792,ok,0.9.1
llvm__expression_lowering__native__core_scopes,0.81,1021924,3540,ok,0.9.1
llvm__expression_lowering__native__core_strings,1.05,1025380,5010,ok,0.9.1
llvm__expression_lowering__native__core_text,0.73,1030372,5769,ok,0.9.1
llvm__expression_lowering__native__core_type_mapping,0.81,1034852,6333,ok,0.9.1
llvm__expression_lowering__native__mem_footprint_lowering,0.39,1039716,1345,ok,0.9.1
llvm__expression_lowering__native__mod,0.62,1041508,1171,ok,0.9.1
llvm__expression_lowering__native__runtime_call,0.50,1043428,2107,ok,0.9.1
llvm__expression_lowering__native__statement,1.76,1045988,7475,ok,0.9.1
llvm__expression_lowering__native__statement_assignment,1.39,1053540,5963,ok,0.9.1
llvm__expression_lowering__native__statement_parsing,0.47,1059812,3274,ok,0.9.1
llvm__expression_lowering__native__statement_suspension,0.74,1062756,3058,ok,0.9.1
llvm__expression_lowering__native__statement_type_mapping,0.65,1065828,4374,ok,0.9.1
llvm__expression_lowering__native__temp_recovery,0.28,1069412,999,ok,0.9.1
llvm__lowering__lowering_core__decorator_imports,0.30,1070820,1067,ok,0.9.1
llvm__lowering__lowering_core__diagnostics,0.29,1072356,1017,ok,0.9.1
llvm__lowering__lowering_core__file_emission,0.73,1073764,1821,ok,0.9.1
llvm__lowering__lowering_core__finalization,0.38,1076324,2297,ok,0.9.1
llvm__lowering__lowering_core__mod,2.07,1078628,9134,ok,0.9.1
llvm__lowering__lowering_core__test_harness,1.27,1088612,5393,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__arguments,0.45,1093988,1575,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__arrays,0.56,1096164,1597,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__closure_dispatch,0.41,1098212,1422,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__dispatch,1.02,1100132,4348,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__filesystem_intrinsics,0.58,1104484,2669,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__filesystem_list,1.18,1107428,3576,ok,0.9.1
llvm__expression_lowering__native__core_call_emission__platform_intrinsics,0.50,1111140,2157,ok,0.9.1
llvm__expression_lowering__native__core_call_resolution__builtin_dispatch,0.42,1113700,907,ok,0.9.1
llvm__expression_lowering__native__core_call_resolution__closure_callee,0.83,1115236,2649,ok,0.9.1
llvm__expression_lowering__native__core_call_resolution__method_target,1.54,1118180,9828,ok,0.9.1
llvm__expression_lowering__native__core_call_resolution__parsed_method_dispatch,1.16,1127012,6496,ok,0.9.1
llvm__expression_lowering__native__core_call_resolution__receiver_types,0.19,1133284,449,ok,0.9.1
llvm__expression_lowering__native__core_call_resolution__signature,0.60,1133540,2179,ok,0.9.1
llvm__expression_lowering__native__core_operands__comparisons,0.67,1136100,3703,ok,0.9.1
llvm__expression_lowering__native__core_operands__dispatch,0.85,1139684,3993,ok,0.9.1
llvm__expression_lowering__native__core_operands__general_fallback,0.90,1143524,4013,ok,0.9.1
llvm__expression_lowering__native__core_operands__numeric_coercion,0.44,1147620,1524,ok,0.9.1
llvm__expression_lowering__native__core_operands__numeric_float,0.40,1149668,1620,ok,0.9.1
llvm__expression_lowering__native__core_operands__numeric_integer,0.54,1151716,3209,ok,0.9.1
llvm__expression_lowering__native__core_operands__pointer_coercion,0.66,1155172,3039,ok,0.9.1
llvm__expression_lowering__native__core_operands__pointer_tail,0.64,1158500,2719,ok,0.9.1
llvm__expression_lowering__native__core_operands__type_predicates,0.29,1161572,1069,ok,0.9.1
llvm__expression_lowering__native__core_operands__union_fallback,0.62,1162980,2641,ok,0.9.1
